Date time,Home (kWh),From Powerwall (kWh),Solar Energy (kWh),From Grid (kWh),To Grid (kWh)
2025-02-01T00:00:00-08:00,42.9,5.0,14.7,29.9,0.0
2025-02-02T00:00:00-08:00,56.6,3.5,10.4,47.6,0.0
2025-02-03T00:00:00-08:00,26.6,1.8,9.7,18.1,0.0
2025-02-04T00:00:00-08:00,28.9,11.5,25.2,12.6,0.0
2025-02-05T00:00:00-08:00,29.4,8.5,8.3,16.1,0.0
2025-02-06T00:00:00-08:00,37.7,4.2,9.1,30.1,0.0
2025-02-07T00:00:00-08:00,31.1,13.3,25.0,12.3,0.0
2025-02-08T00:00:00-08:00,55.0,4.4,11.9,40.4,0.0
2025-02-09T00:00:00-08:00,49.3,4.6,18.1,32.8,0.0
2025-02-10T00:00:00-08:00,32.6,10.8,18.4,16.2,0.0
2025-02-11T00:00:00-08:00,57.5,19.3,35.0,29.5,4.7
2025-02-12T00:00:00-08:00,53.8,17.4,35.3,24.5,0.5
2025-02-13T00:00:00-08:00,45.8,10.3,11.2,28.9,0.0
2025-02-14T00:00:00-08:00,51.4,2.3,10.7,41.5,0.0
2025-02-15T00:00:00-08:00,40.5,0.5,6.9,34.4,0.0
2025-02-16T00:00:00-08:00,40.5,3.8,10.0,31.8,0.0
2025-02-17T00:00:00-08:00,18.0,1.3,7.6,11.4,0.0
2025-02-18T00:00:00-08:00,14.4,5.4,18.2,5.0,0.0
2025-02-19T00:00:00-08:00,24.6,9.7,13.8,6.7,0.0
2025-02-20T00:00:00-08:00,49.9,3.9,11.0,39.5,0.0
2025-02-21T00:00:00-08:00,35.2,1.7,7.0,29.2,0.0
2025-02-22T00:00:00-08:00,45.8,0.0,3.4,42.9,0.0
2025-02-23T00:00:00-08:00,33.0,0.6,4.7,29.6,0.0
2025-02-24T00:00:00-08:00,17.2,1.5,6.6,11.9,0.0
2025-02-25T00:00:00-08:00,16.6,2.8,14.3,9.3,0.0
2025-02-26T00:00:00-08:00,3.1,3.1,0.0,0.0,0.0
2025-02-27T00:00:00-08:00,18.0,10.2,44.3,0.0,22.2
2025-02-28T00:00:00-08:00,27.2,12.3,32.6,0.0,17.8
