Date time,Home (kWh),From Powerwall (kWh),Solar Energy (kWh),From Grid (kWh),To Grid (kWh)
2024-06-01T00:00:00-07:00,34.1,13.2,37.6,0.0,5.9
2024-06-02T00:00:00-07:00,20.7,10.7,17.1,0.0,0.0
2024-06-03T00:00:00-07:00,22.9,8.5,57.1,0.0,24.0
2024-06-04T00:00:00-07:00,20.6,8.9,43.2,0.0,19.1
2024-06-05T00:00:00-07:00,25.7,10.3,63.4,0.0,38.0
2024-06-06T00:00:00-07:00,32.1,11.2,68.1,0.0,33.8
2024-06-07T00:00:00-07:00,32.5,11.3,70.5,0.0,37.9
2024-06-08T00:00:00-07:00,29.7,7.5,55.9,0.0,20.5
2024-06-09T00:00:00-07:00,32.2,5.9,60.3,0.0,25.1
2024-06-10T00:00:00-07:00,22.8,6.3,53.2,0.0,27.8
2024-06-11T00:00:00-07:00,23.6,8.1,55.2,0.0,30.4
2024-06-12T00:00:00-07:00,30.9,6.9,71.5,0.0,38.6
2024-06-13T00:00:00-07:00,20.5,7.5,62.4,0.0,39.5
2024-06-14T00:00:00-07:00,23.8,7.6,39.4,0.0,15.5
2024-06-15T00:00:00-07:00,30.2,15.0,45.1,0.0,17.8
2024-06-16T00:00:00-07:00,28.3,16.8,49.3,0.1,13.0
2024-06-17T00:00:00-07:00,22.7,9.6,25.6,0.0,0.0
2024-06-18T00:00:00-07:00,53.2,14.7,57.1,0.0,1.9
2024-06-19T00:00:00-07:00,47.6,22.6,70.9,0.0,28.0
2024-06-20T00:00:00-07:00,60.9,13.8,70.6,0.0,2.5
2024-06-21T00:00:00-07:00,57.6,12.7,65.7,0.0,2.3
2024-06-22T00:00:00-07:00,31.3,12.3,39.5,0.0,5.7
2024-06-23T00:00:00-07:00,37.5,14.4,43.0,0.0,7.3
2024-06-24T00:00:00-07:00,38.1,12.4,46.5,0.0,2.9
2024-06-25T00:00:00-07:00,48.1,11.4,70.9,0.0,18.9
2024-06-26T00:00:00-07:00,26.1,7.5,39.0,0.0,11.7
2024-06-27T00:00:00-07:00,17.5,8.6,20.7,0.0,0.0
2024-06-28T00:00:00-07:00,22.8,6.6,49.5,0.0,24.5
2024-06-29T00:00:00-07:00,26.0,9.4,46.5,0.0,19.8
2024-06-30T00:00:00-07:00,28.8,13.8,35.0,0.0,4.9
