Date time,Home (kWh),From Powerwall (kWh),Solar Energy (kWh),From Grid (kWh),To Grid (kWh)
2023-09-01T01:00:00-07:00,39.2,14.1,52.5,0.2,11.1
2023-09-02T01:00:00-07:00,41.3,16.5,41.6,0.2,0.2
2023-09-03T01:00:00-07:00,21.8,16.5,10.7,0.2,0.2
2023-09-04T01:00:00-07:00,21.7,12.7,26.9,0.2,0.2
2023-09-05T01:00:00-07:00,32.6,10.4,50.0,0.2,0.2
2023-09-06T01:00:00-07:00,49.9,12.6,56.4,0.2,4.6
2023-09-07T01:00:00-07:00,30.5,13.9,32.3,0.2,0.2
2023-09-08T01:00:00-07:00,27.3,21.9,0.0,5.5,0.1
2023-09-09T01:00:00-07:00,38.1,0.0,0.0,38.5,0.0
2023-09-10T01:00:00-07:00,38.4,0.0,0.0,38.7,0.0
2023-09-11T01:00:00-07:00,21.2,0.0,0.0,21.3,0.0
2023-09-12T01:00:00-07:00,18.0,0.0,0.0,18.0,0.0
2023-09-13T01:00:00-07:00,22.2,0.0,0.0,22.2,0.0
2023-09-14T01:00:00-07:00,24.4,0.0,0.0,24.5,0.0
2023-09-15T01:00:00-07:00,31.6,0.0,0.0,31.7,0.0
2023-09-16T01:00:00-07:00,20.5,0.0,0.0,20.6,0.0
2023-09-17T01:00:00-07:00,25.6,0.0,0.0,25.7,0.0
2023-09-18T01:00:00-07:00,28.4,0.0,0.0,28.4,0.0
2023-09-19T01:00:00-07:00,17.6,0.0,0.0,17.6,0.0
2023-09-20T01:00:00-07:00,32.0,0.1,0.0,32.0,0.0
2023-09-21T01:00:00-07:00,34.8,0.0,0.0,34.9,0.0
2023-09-22T01:00:00-07:00,32.4,0.0,0.1,32.6,0.0
2023-09-23T01:00:00-07:00,20.9,0.0,0.1,21.1,0.0
2023-09-24T01:00:00-07:00,24.2,0.0,0.1,24.4,0.0
2023-09-25T01:00:00-07:00,17.1,0.0,0.1,17.3,0.0
2023-09-26T01:00:00-07:00,25.6,0.0,0.1,25.8,0.0
2023-09-27T01:00:00-07:00,15.5,0.0,0.0,15.7,0.0
2023-09-28T01:00:00-07:00,9.4,0.0,0.0,9.6,0.0
2023-09-29T01:00:00-07:00,15.7,0.0,0.0,15.9,0.0
2023-09-30T01:00:00-07:00,22.5,0.0,0.0,22.8,0.0
