Date time,Home (kWh),From Powerwall (kWh),Solar Energy (kWh),From Grid (kWh),To Grid (kWh)
2023-10-01T01:00:00-07:00,24.5,0.0,0.0,24.8,0.0
2023-10-02T01:00:00-07:00,14.4,0.0,0.0,14.6,0.0
2023-10-03T01:00:00-07:00,14.2,0.0,0.0,14.5,0.0
2023-10-04T01:00:00-07:00,23.9,0.0,0.0,24.1,0.0
2023-10-05T01:00:00-07:00,28.3,0.0,0.0,28.6,0.0
2023-10-06T01:00:00-07:00,29.8,0.0,0.0,30.0,0.0
2023-10-07T01:00:00-07:00,35.7,0.0,0.0,35.9,0.0
2023-10-08T01:00:00-07:00,37.2,0.0,0.0,37.5,0.0
2023-10-09T01:00:00-07:00,15.3,0.0,0.0,15.6,0.0
2023-10-10T01:00:00-07:00,13.2,0.0,0.0,13.4,0.0
2023-10-11T01:00:00-07:00,14.7,0.4,12.3,13.3,0.0
2023-10-12T01:00:00-07:00,23.4,13.7,24.1,4.4,0.1
2023-10-13T01:00:00-07:00,27.6,12.6,26.2,7.7,0.1
2023-10-14T01:00:00-07:00,22.5,10.9,13.9,4.2,0.2
2023-10-15T01:00:00-07:00,27.1,3.4,12.5,16.2,0.1
2023-10-16T01:00:00-07:00,21.2,7.2,15.3,8.0,0.1
2023-10-17T01:00:00-07:00,22.9,6.4,13.7,10.6,0.1
2023-10-18T01:00:00-07:00,20.1,8.0,38.0,4.0,0.1
2023-10-19T01:00:00-07:00,25.0,17.3,10.1,0.2,0.2
2023-10-20T01:00:00-07:00,60.3,6.2,24.4,43.5,0.2
2023-10-21T01:00:00-07:00,9.5,6.5,5.4,0.1,0.1
2023-10-22T01:00:00-07:00,31.0,9.8,13.3,18.2,0.1
2023-10-23T01:00:00-07:00,19.3,1.1,6.5,13.9,0.1
2023-10-24T01:00:00-07:00,26.4,5.6,12.1,16.2,0.1
2023-10-25T01:00:00-07:00,21.5,7.6,21.6,5.8,0.1
2023-10-26T01:00:00-07:00,17.4,9.4,28.0,1.1,0.1
2023-10-27T01:00:00-07:00,21.1,12.3,35.3,0.2,0.2
2023-10-28T01:00:00-07:00,20.1,11.1,35.2,0.2,11.1
2023-10-29T01:00:00-07:00,32.6,16.6,34.4,0.3,0.3
2023-10-30T01:00:00-07:00,30.6,14.4,34.3,0.2,0.2
2023-10-31T01:00:00-07:00,20.0,10.2,24.7,0.2,0.2
