Date time,Home (kWh),Solar Energy (kWh),From Powerwall (kWh),From Grid (kWh),To Grid (kWh)
2020-03-05T14:50:35-07:00,13.1,0,0,13.1,0
2020-03-07T02:00:00-07:00,9.1,0,0,9.1,0
2020-03-08T02:00:00-07:00,9.5,0,0,9.5,0
2020-03-09T01:00:00-07:00,9.6,0,0,9.7,0
2020-03-10T01:00:00-07:00,10.7,0,0,10.7,0
2020-03-11T01:00:00-07:00,11.4,0,0,11.5,0
2020-03-12T01:00:00-07:00,8.7,0,0,8.8,0
2020-03-13T01:00:00-07:00,9.0,0,0,9.1,0
2020-03-14T01:00:00-07:00,11.0,0,0,11.1,0
2020-03-15T01:00:00-07:00,10.6,0,0,10.7,0
2020-03-16T01:00:00-07:00,17.5,0,0,17.6,0
2020-03-17T01:00:00-07:00,21.5,0,0,21.5,0
2020-03-18T01:00:00-07:00,18.6,0,0,18.6,0
2020-03-19T01:00:00-07:00,35.1,0,0,35.1,0
2020-03-20T01:00:00-07:00,9.0,0,0,9.2,0
2020-03-21T01:00:00-07:00,8.6,0,0.1,9.3,0
2020-03-22T01:00:00-07:00,74.8,0,0,75.8,0
2020-03-23T01:00:00-07:00,25.1,0,0,26.2,0
2020-03-24T01:00:00-07:00,29.1,0,0,30.1,0
2020-03-25T01:00:00-07:00,28.9,0,0,30.0,0
2020-03-26T01:00:00-07:00,26.6,0,0,27.7,0
2020-03-27T01:00:00-07:00,29.0,0,0,30.1,0
2020-03-28T01:00:00-07:00,30.4,0,0,31.5,0
2020-03-29T01:00:00-07:00,25.9,0,0,27.1,0
2020-03-30T01:00:00-07:00,42.6,0,0,43.7,0
2020-03-31T01:00:00-07:00,32.4,0,0,33.5,0
2020-03-31T12:50:35-07:00,0,0,0,0,0
